Execution time: 28.19s
Splits total: 10, finished: 10
-- OrderBy[1][l_linenumber ASC NULLS LAST, l_suppkey ASC NULLS LAST] -> l_orderkey:BIGINT, l_partkey:BIGINT, l_suppkey:BIGINT, l_linenumber:BIGINT, l_quantity:DOUBLE, l_extendedprice:DOUBLE, l_discount:DOUBLE, l_tax:DOUBLE
   Output: 61440000 rows (4.56GB, 6144 batches), Cpu time: 23.02s, Wall time: 23.07s, Blocked wall time: 0ns, Peak memory: 3.78GB, Memory allocations: 49175, Threads: 1, CPU breakdown: B/I/O/F (24.84ms/3.44s/2.83s/16.73s)
      runningAddInputWallNanos     sum: 3.45s, count: 1, min: 3.45s, max: 3.45s, avg: 3.45s
      runningFinishWallNanos       sum: 16.74s, count: 1, min: 16.74s, max: 16.74s, avg: 16.74s
      runningGetOutputWallNanos    sum: 2.84s, count: 1, min: 2.84s, max: 2.84s, avg: 2.84s
      sortColToRowTotalTime        sum: 2.61s, count: 1, min: 2.61s, max: 2.61s, avg: 2.61s
      sortInSortTotalTime          sum: 16.37s, count: 1, min: 16.37s, max: 16.37s, avg: 16.37s
      sortOutputTotalTime          sum: 2.77s, count: 1, min: 2.77s, max: 2.77s, avg: 2.77s
  -- TableScan[0][table: lineitem] -> l_orderkey:BIGINT, l_partkey:BIGINT, l_suppkey:BIGINT, l_linenumber:BIGINT, l_quantity:DOUBLE, l_extendedprice:DOUBLE, l_discount:DOUBLE, l_tax:DOUBLE
     Input: 61440000 rows (4.88GB, 7000 batches), Output: 61440000 rows (4.88GB, 7000 batches), Cpu time: 3.37s, Wall time: 3.41s, Blocked wall time: 0ns, Peak memory: 11.77MB, Memory allocations: 138534, Threads: 1, Splits: 10, CPU breakdown: B/I/O/F (10.06ms/0ns/3.36s/760ns)
        cntRead<128k                     sum: 0, count: 1, min: 0, max: 0, avg: 0
        cntRead<32k                      sum: 0, count: 1, min: 0, max: 0, avg: 0
        cntRead<4k                       sum: 0, count: 1, min: 0, max: 0, avg: 0
        cntRead>=128k                    sum: 521, count: 1, min: 521, max: 521, avg: 521
        dataSourceWallNanos              sum: 3.30s, count: 1, min: 3.30s, max: 3.30s, avg: 3.30s
        decodeTime                       sum: 337.93ms, count: 1, min: 337.93ms, max: 337.93ms, avg: 337.93ms
        decompressDataTime               sum: 2.65s, count: 1, min: 2.65s, max: 2.65s, avg: 2.65s
        dynamicConcurrency               sum: 0, count: 1, min: 0, max: 0, avg: 0
        flattenStringDictionaryValues    sum: 0, count: 1, min: 0, max: 0, avg: 0
        ignoredCorruptFiles              sum: 0B, count: 1, min: 0B, max: 0B, avg: 0B
        ioWaitNanosAsync                 sum: 150.00ms, count: 1, min: 150.00ms, max: 150.00ms, avg: 150.00ms
        ioWaitNanosSync                  sum: 3.67ms, count: 1, min: 3.67ms, max: 3.67ms, avg: 3.67ms
        ioWaitWallNanos                  sum: 153.67ms, count: 1, min: 153.67ms, max: 153.67ms, avg: 153.67ms
        loadMetaDataTime                 sum: 158.28ms, count: 1, min: 158.28ms, max: 158.28ms, avg: 158.28ms
        localReadBytes                   sum: 0B, count: 1, min: 0B, max: 0B, avg: 0B
        maxSingleIoWaitNanos             sum: 483.00us, count: 1, min: 483.00us, max: 483.00us, avg: 483.00us
        numLocalRead                     sum: 0, count: 1, min: 0, max: 0, avg: 0
        numPrefetch                      sum: 1, count: 1, min: 1, max: 1, avg: 1
        numRamRead                       sum: 0, count: 1, min: 0, max: 0, avg: 0
        numStorageRead                   sum: 521, count: 1, min: 521, max: 521, avg: 521
        overreadBytes                    sum: 0B, count: 1, min: 0B, max: 0B, avg: 0B
        prefetchBytes                    sum: 932.28KB, count: 1, min: 932.28KB, max: 932.28KB, avg: 932.28KB
